"miR" "bone" "bone.marrow" "heart" "kidney" "ovary" "placenta" "salivary.gland"
"1518" "hsa-miR-676-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1519" "hsa-miR-6766-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1520" "hsa-miR-6807-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1521" "hsa-miR-6835-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1522" "hsa-miR-6838-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1523" "hsa-miR-6866-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1524" "hsa-miR-6884-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1525" "hsa-miR-7-1-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1526" "hsa-miR-7-2-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1527" "hsa-miR-7-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1528" "hsa-miR-708-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1529" "hsa-miR-708-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1530" "hsa-miR-7153-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1531" "hsa-miR-744-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1532" "hsa-miR-744-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1533" "hsa-miR-758-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1534" "hsa-miR-759" "?" "not on expr" "?" "?" "1" "?" "?"
"1535" "hsa-miR-760" "1" "not on expr" "1" "1" "1" "?" "1"
"1536" "hsa-miR-761" "?" "not on expr" "?" "?" "1" "?" "?"
"1537" "hsa-miR-762" "?" "not on expr" "?" "?" "1" "?" "?"
"1538" "hsa-miR-764" "?" "not on expr" "?" "?" "1" "?" "?"
"1539" "hsa-miR-765" "1" "not on expr" "1" "1" "1" "1" "1"
"1540" "hsa-miR-766-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1541" "hsa-miR-766-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1542" "hsa-miR-767-3p" "1" "not on expr" "1" "1" "1" "1" "1"
"1543" "hsa-miR-767-5p" "1" "not on expr" "1" "1" "1" "1" "1"
"1544" "hsa-miR-769-3p" "1" "not on expr" "1" "1" "1" "1" "1"
"1545" "hsa-miR-769-5p" "1" "not on expr" "1" "1" "1" "1" "1"
"1546" "hsa-miR-770-5p" "1" "not on expr" "1" "1" "1" "1" "1"
"1547" "hsa-miR-802" "1" "not on expr" "1" "1" "1" "1" "1"
"1548" "hsa-miR-873-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1549" "hsa-miR-874-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1550" "hsa-miR-875-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1551" "hsa-miR-875-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1552" "hsa-miR-876-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1553" "hsa-miR-876-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1554" "hsa-miR-877-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1555" "hsa-miR-877-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1556" "hsa-miR-885-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1557" "hsa-miR-885-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1558" "hsa-miR-887-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1559" "hsa-miR-888-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1560" "hsa-miR-888-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1561" "hsa-miR-889-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1562" "hsa-miR-890" "1" "not on expr" "1" "1" "1" "?" "1"
"1563" "hsa-miR-891a-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1564" "hsa-miR-891b" "1" "not on expr" "1" "1" "1" "?" "1"
"1565" "hsa-miR-892a" "1" "not on expr" "1" "1" "1" "?" "1"
"1566" "hsa-miR-892b" "1" "not on expr" "1" "1" "1" "?" "1"
"1567" "hsa-miR-892c-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1568" "hsa-miR-9-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1569" "hsa-miR-9-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1570" "hsa-miR-920" "1" "not on expr" "1" "1" "1" "?" "1"
"1571" "hsa-miR-921" "1" "not on expr" "1" "1" "1" "?" "1"
"1572" "hsa-miR-922" "1" "not on expr" "1" "1" "1" "?" "1"
"1573" "hsa-miR-924" "1" "not on expr" "1" "1" "1" "?" "1"
"1574" "hsa-miR-92a-1-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1575" "hsa-miR-92a-2-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1576" "hsa-miR-92a-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1577" "hsa-miR-92b-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1578" "hsa-miR-92b-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1579" "hsa-miR-93-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1580" "hsa-miR-93-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1581" "hsa-miR-933" "1" "not on expr" "1" "1" "1" "?" "1"
"1582" "hsa-miR-934" "1" "not on expr" "1" "1" "1" "?" "1"
"1583" "hsa-miR-935" "1" "not on expr" "1" "1" "1" "?" "1"
"1584" "hsa-miR-936" "1" "not on expr" "1" "1" "1" "?" "1"
"1585" "hsa-miR-937-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1586" "hsa-miR-938" "1" "not on expr" "1" "1" "1" "?" "1"
"1587" "hsa-miR-939-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1588" "hsa-miR-940" "1" "not on expr" "1" "1" "1" "?" "1"
"1589" "hsa-miR-941" "1" "not on expr" "1" "1" "1" "?" "1"
"1590" "hsa-miR-942-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1591" "hsa-miR-943" "1" "not on expr" "1" "1" "1" "?" "1"
"1592" "hsa-miR-944" "1" "not on expr" "1" "1" "1" "?" "1"
"1593" "hsa-miR-95-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1594" "hsa-miR-96-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1595" "hsa-miR-96-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1596" "hsa-miR-98-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1597" "hsa-miR-98-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1598" "hsa-miR-99a-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1599" "hsa-miR-99b-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1600" "hsa-miR-99b-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
